2015-01-24 19:17:32,Sat,19,-73.9797744751,40.7811355591,-73.9701461792,40.7964897156,1,6.0
2015-04-15 14:49:57,Wed,14,-73.9671096802,40.7568817139,-73.9775924683,40.7612113953,1,7.5
2015-05-22 18:57:17,Fri,18,-73.9651184082,40.7553253174,-73.9823989868,40.7728042603,1,10.0
2015-01-15 11:11:47,Thu,11,-73.9674835205,40.7552261353,-73.9742507935,40.7508773804,6,5.0
2015-03-08 22:50:56,Sun,22,-73.9943084717,40.7509918213,-73.9084243774,40.6950912476,1,36.83
2015-02-19 09:10:48,Thu,9,-73.9978790283,40.7090797424,-74.0117721558,40.7039794922,1,7.0
2015-05-08 08:51:01,Fri,8,-74.0067672729,40.7117500305,-73.9906768799,40.702911377,2,7.5
2015-04-16 06:50:26,Thu,6,-73.9530105591,40.7676925659,-73.9690170288,40.7543487549,1,7.0
2015-04-23 17:24:44,Thu,17,-73.9838409424,40.7598381042,-73.9917984009,40.7442703247,1,13.0
2015-03-15 11:04:20,Sun,11,-73.8627548218,40.7687835693,-73.9405593872,40.7135696411,1,23.0
2015-03-04 16:17:15,Wed,16,-73.9782562256,40.7620697021,-73.9700241089,40.765499115,1,9.0
2015-04-28 07:36:54,Tue,7,-73.9638671875,40.7652168274,-73.956451416,40.7841300964,1,8.0
2015-05-15 19:01:48,Fri,19,-73.997795105,40.756061554,-73.991355896,40.7654304504,4,4.5
2015-03-28 18:34:56,Sat,18,-73.9886856079,40.72265625,-73.978012085,40.7482032776,1,11.0
2015-05-13 11:51:39,Wed,11,-73.9664077759,40.804359436,-73.9549789429,40.8199005127,1,6.5
2015-06-25 19:20:38,Thu,19,-73.9489898682,40.7733421326,-73.9624404907,40.7784805298,1,5.0
2015-03-17 22:18:38,Tue,22,-73.9828796387,40.7582359314,-73.9864349365,40.7473373413,1,7.5
2015-03-14 23:59:17,Sat,23,-73.7878799438,40.6418304443,-73.9146499634,40.7549133301,1,42.0
2015-01-20 08:44:43,Tue,8,-73.9742202759,40.7228240967,-74.0006408691,40.728553772,1,18.5
2015-01-22 07:33:11,Thu,7,-73.9729232788,40.7959098816,-73.9569854736,40.7849998474,1,8.5
2015-02-24 23:28:08,Tue,23,-73.9687194824,40.7545013428,-73.9760971069,40.7446517944,2,4.5
2015-06-22 14:31:02,Mon,14,-73.9828033447,40.7821502686,-73.9707946777,40.7585906982,1,14.0
2015-01-07 08:48:36,Wed,8,-73.9698944092,40.7895698547,-73.9579849243,40.7763366699,6,10.5
2015-05-09 16:38:13,Sat,16,-73.9934539795,40.7245635986,-73.9939956665,40.7413978577,1,8.0
2015-02-27 22:07:17,Fri,22,-74.008682251,40.7191123962,-73.9438552856,40.8136901855,1,31.0
2015-03-11 13:01:12,Wed,13,-73.9799575806,40.7706375122,-73.966796875,40.7689704895,1,7.0
2015-01-05 15:08:55,Mon,15,-73.8659439087,40.7713432312,-73.8283843994,40.7406959534,4,15.0
2015-01-02 17:37:11,Fri,17,-73.9897918701,40.7342300415,-73.7901535034,40.6468582153,2,57.33
2015-01-23 12:18:53,Fri,12,-73.9936599731,40.7359466553,-74.0055770874,40.7274208069,2,5.5
2015-04-28 13:03:54,Tue,13,-73.9837493896,40.7405700684,-73.9976119995,40.7242431641,1,11.0
2015-03-18 06:17:57,Wed,6,-73.9889221191,40.7743606567,-73.9786834717,40.7641601562,6,7.0
2015-01-10 01:25:36,Sat,1,-73.974029541,40.7638931274,-74.0097503662,40.7100601196,2,15.0
2015-06-27 20:06:10,Sat,20,-73.9907836914,40.7508468628,-73.9920272827,40.7332725525,1,9.5
2015-05-12 23:40:13,Tue,23,-74.0047988892,40.7375640869,-73.9842987061,40.7303504944,1,7.5
2015-06-21 01:11:19,Sun,1,-73.9917602539,40.7259521484,-73.963432312,40.757774353,1,11.5
2015-05-08 14:16:01,Fri,14,-73.9727401733,40.7808456421,-74.0003662109,40.7274703979,1,23.0
2015-02-19 20:22:50,Thu,20,-73.987487793,40.7356643677,-74.0051345825,40.7055168152,1,15.0
2015-02-28 22:41:27,Sat,22,-73.978012085,40.7252082825,-73.9867019653,40.7474212646,1,15.0
2015-06-13 09:20:28,Sat,9,-74.0038986206,40.7528572083,-73.994354248,40.7364768982,1,8.5
2015-04-19 16:59:35,Sun,16,-73.9517211914,40.76902771,-74.0065231323,40.720993042,1,26.0
2015-06-06 10:55:32,Sat,10,-73.9931030273,40.7677497864,-73.9875640869,40.7614135742,1,4.5
2015-03-01 16:51:51,Sun,16,-73.9896392822,40.7566184998,-73.9861602783,40.7609481812,1,5.5
2015-05-24 13:52:53,Sun,13,-73.9755706787,40.754940033,-73.9692077637,40.7640991211,5,5.0
2015-04-24 12:36:40,Fri,12,-73.9899215698,40.7328491211,-73.9754486084,40.7548217773,1,9.5
2015-05-25 19:16:55,Mon,19,-73.8707122803,40.7737426758,-73.7713088989,40.684589386,1,31.5
2015-02-18 12:42:35,Wed,12,-73.9911499023,40.7451896667,-73.9743499756,40.7511863708,1,9.0
2015-03-25 08:00:58,Wed,8,-73.9821014404,40.7699127197,-73.998374939,40.7542457581,1,8.5
2015-06-26 21:36:48,Fri,21,-73.9713668823,40.7649307251,-73.9524688721,40.7992362976,1,10.0
2015-06-13 22:20:04,Sat,22,-73.9677276611,40.7602462769,-73.9478683472,40.7713546753,1,9.5
2015-06-09 08:52:41,Tue,8,-73.9601516724,40.7762985229,-73.9667434692,40.7724304199,6,4.0
2015-01-03 10:51:25,Sat,10,-73.8707733154,40.7736282349,-73.9861984253,40.7588043213,3,39.33
2015-02-19 01:44:51,Thu,1,-73.9777832031,40.75233078,-73.9839553833,40.7807846069,1,12.0
